IDpol,ClaimNb,Exposure,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Region,Area
2398,1,0.72,10,17,76,120,B4,Regular,R19,Rural
2399,1,0.75,10,2,27,131,B2,Regular,R11,Rural
2400,0,0.92,8,11,24,76,B3,Diesel,R13,Rural
2401,0,0.85,10,15,29,109,B1,Regular,R1,Suburban
2402,0,0.75,6,17,63,148,B1,Diesel,R6,Urban
2403,0,0.63,7,16,49,96,B2,Diesel,R22,Suburban
2404,0,0.94,10,6,49,115,B3,Regular,R16,Rural
2405,0,0.79,6,18,78,145,B2,Regular,R2,Rural
2406,1,0.61,6,7,86,64,B2,Diesel,R14,Urban
2407,0,0.63,9,16,78,73,B3,Regular,R18,Suburban
2408,0,0.9,8,6,63,133,B2,Regular,R17,Rural
2409,0,0.52,7,0,85,59,B3,Regular,R20,Urban
2410,0,1.0,6,7,72,137,B3,Diesel,R18,Rural
2411,0,0.57,4,18,18,73,B2,Diesel,R19,Rural
2412,0,0.9,10,19,84,137,B2,Regular,R15,Urban
2413,0,0.7,9,19,66,106,B4,Diesel,R2,Urban
2414,0,0.75,5,9,42,83,B1,Diesel,R4,Rural
2415,0,0.94,10,11,33,90,B1,Regular,R1,Urban
2416,0,0.71,10,0,30,89,B3,Regular,R8,Rural
2417,0,0.77,10,3,69,60,B4,Regular,R20,Suburban
2418,0,0.52,9,3,53,139,B3,Diesel,R14,Rural
2419,0,0.5,5,8,89,50,B4,Diesel,R11,Urban
2420,0,0.62,8,14,61,79,B3,Regular,R14,Suburban
2421,0,0.84,7,14,64,92,B1,Diesel,R16,Urban
2422,0,0.56,7,6,37,131,B4,Diesel,R10,Rural
2423,0,0.56,5,11,35,75,B2,Diesel,R7,Urban
2424,0,0.71,11,2,71,102,B2,Regular,R16,Rural
2425,0,0.82,10,19,29,96,B1,Diesel,R4,Urban
2426,0,0.86,4,8,42,58,B4,Diesel,R12,Urban
2427,0,0.59,5,13,77,58,B2,Regular,R12,Rural
2428,0,0.54,5,12,51,50,B2,Diesel,R2,Suburban
2429,0,0.97,7,11,30,120,B2,Diesel,R6,Rural
2430,0,0.63,6,0,55,93,B1,Regular,R20,Suburban
2431,0,0.93,4,18,29,108,B3,Diesel,R15,Suburban
2432,0,0.93,7,15,53,105,B2,Regular,R15,Suburban
2433,0,0.89,9,11,45,100,B2,Diesel,R22,Suburban
2434,0,0.58,5,9,56,65,B3,Diesel,R16,Rural
2435,0,0.91,11,1,60,87,B2,Regular,R3,Rural
2436,0,0.88,6,17,48,60,B4,Regular,R1,Suburban
2437,0,0.8,4,12,19,74,B2,Regular,R21,Suburban
2438,0,0.67,8,5,59,142,B3,Diesel,R12,Suburban
2439,0,0.63,4,11,48,132,B1,Diesel,R15,Suburban
2440,0,0.56,4,3,78,131,B1,Regular,R19,Suburban
2441,0,0.75,10,0,73,108,B4,Regular,R6,Suburban
2442,0,0.79,5,10,31,78,B2,Regular,R19,Urban
2443,0,0.68,5,7,31,129,B2,Diesel,R17,Suburban
2444,0,0.74,8,1,46,89,B3,Diesel,R9,Urban
2445,0,0.68,8,1,67,57,B3,Regular,R21,Rural
2446,0,0.82,8,15,67,147,B4,Diesel,R13,Rural
2447,0,0.95,7,0,80,55,B4,Diesel,R15,Suburban
2448,0,0.58,7,3,82,94,B2,Diesel,R16,Rural
2449,0,0.69,5,5,85,102,B2,Regular,R13,Rural
2450,0,0.57,5,19,88,143,B4,Diesel,R2,Suburban
2451,0,0.81,8,13,28,147,B1,Regular,R2,Rural
2452,0,0.86,7,19,31,70,B1,Regular,R11,Rural
2453,1,0.97,6,14,20,106,B1,Regular,R16,Suburban
2454,0,0.64,7,6,25,125,B1,Regular,R17,Suburban
2455,0,0.98,5,6,60,55,B4,Regular,R3,Suburban
2456,0,0.53,7,17,26,112,B3,Regular,R1,Urban
2457,0,0.8,5,1,36,55,B1,Diesel,R18,Suburban
2458,0,0.53,8,19,29,102,B4,Regular,R14,Rural
2459,1,0.95,10,14,44,53,B1,Diesel,R22,Suburban
2460,0,0.76,8,0,75,58,B2,Diesel,R9,Urban
2461,0,0.83,8,16,42,118,B1,Diesel,R9,Rural
2462,0,0.92,6,19,62,123,B4,Diesel,R12,Urban
2463,0,0.58,10,12,65,121,B2,Regular,R3,Rural
2464,0,0.52,6,11,67,136,B2,Diesel,R2,Suburban
2465,0,0.94,5,14,61,53,B1,Regular,R1,Urban
2466,0,0.66,4,4,76,107,B1,Regular,R9,Suburban
2467,0,0.56,9,6,50,86,B2,Diesel,R13,Rural
2468,0,0.73,6,7,45,120,B3,Regular,R21,Suburban
2469,0,0.8,5,13,35,55,B4,Diesel,R16,Suburban
2470,0,0.52,10,3,72,100,B4,Regular,R19,Rural
2471,0,0.64,7,13,50,128,B4,Regular,R10,Urban
2472,0,0.52,10,9,32,148,B4,Regular,R5,Rural
2473,0,0.71,8,15,78,99,B4,Diesel,R14,Rural
2474,1,0.95,8,10,28,145,B2,Diesel,R15,Suburban
2475,0,0.99,8,13,53,63,B4,Regular,R3,Rural
2476,0,0.82,5,13,32,148,B3,Regular,R9,Urban
2477,0,0.58,8,1,70,60,B3,Diesel,R1,Rural
2478,0,0.95,6,12,79,59,B1,Regular,R1,Rural
2479,0,0.76,7,2,65,110,B1,Diesel,R19,Suburban
2480,0,0.58,8,17,32,130,B1,Diesel,R6,Urban
2481,0,0.96,5,3,80,62,B1,Diesel,R11,Suburban
2482,0,0.88,7,18,60,83,B2,Diesel,R18,Suburban
2483,0,0.87,8,15,67,109,B3,Regular,R14,Urban
2484,0,0.85,4,3,77,100,B2,Diesel,R16,Urban
2485,0,0.6,11,18,76,54,B3,Diesel,R1,Rural
2486,0,0.61,8,14,32,123,B2,Diesel,R10,Urban
2487,0,0.84,9,0,46,81,B3,Diesel,R10,Suburban
2488,0,0.61,10,15,57,61,B1,Regular,R13,Urban
2489,1,0.72,6,14,48,101,B3,Diesel,R1,Urban
2490,0,0.89,7,15,28,62,B1,Regular,R3,Urban
2491,1,0.89,6,19,79,134,B3,Diesel,R14,Suburban
2492,1,0.73,4,0,25,103,B2,Diesel,R21,Rural
2493,0,0.9,4,16,68,146,B4,Regular,R16,Rural
2494,0,0.92,9,4,74,103,B3,Diesel,R20,Suburban
2495,0,0.83,6,4,21,90,B2,Regular,R6,Rural
2496,0,0.61,7,6,53,97,B4,Diesel,R1,Rural
2497,0,0.64,4,12,36,100,B2,Regular,R20,Suburban
2498,0,0.66,11,11,41,96,B4,Regular,R5,Suburban
2499,0,0.56,4,3,58,99,B1,Regular,R8,Rural
2500,0,0.64,8,3,66,145,B3,Regular,R12,Urban
2501,0,0.6,9,5,63,125,B2,Regular,R1,Rural
2502,0,0.73,10,14,53,95,B3,Diesel,R13,Urban
2503,0,0.95,5,18,27,148,B1,Regular,R9,Suburban
2504,0,0.55,10,5,24,149,B1,Regular,R20,Urban
2505,0,0.86,11,11,29,87,B3,Diesel,R8,Urban
2506,0,0.84,10,13,65,141,B2,Regular,R13,Urban
2507,1,0.55,11,17,54,62,B2,Diesel,R2,Suburban
2508,0,0.96,4,11,53,125,B2,Diesel,R15,Rural
2509,0,0.78,7,14,77,71,B3,Regular,R14,Rural
2510,0,0.68,7,18,25,51,B2,Regular,R19,Urban
2511,0,0.88,8,7,24,142,B2,Regular,R9,Rural
2512,0,0.63,11,8,60,126,B4,Regular,R19,Suburban
2513,0,0.85,7,4,75,148,B2,Regular,R14,Suburban
2514,0,0.52,8,4,63,62,B1,Regular,R8,Suburban
2515,0,0.92,4,5,51,106,B2,Diesel,R5,Suburban
2516,0,0.72,4,2,89,83,B3,Diesel,R7,Rural
2517,1,0.82,10,4,39,68,B3,Diesel,R4,Urban
2518,0,0.61,4,0,38,58,B2,Diesel,R8,Urban
2519,0,0.84,4,10,32,144,B3,Regular,R4,Urban
2520,0,0.89,11,19,22,82,B3,Regular,R21,Suburban
2521,0,0.74,5,0,34,76,B2,Diesel,R1,Rural
2522,0,0.81,9,6,89,94,B4,Regular,R8,Rural
2523,0,0.73,10,14,36,51,B4,Regular,R7,Rural
2524,0,0.95,10,16,22,128,B4,Diesel,R11,Rural
2525,0,0.75,9,7,40,132,B4,Diesel,R21,Rural
2526,0,0.92,5,1,31,106,B1,Diesel,R16,Rural
2527,0,0.9,4,12,27,144,B2,Diesel,R22,Urban
2528,0,0.71,7,11,48,106,B3,Regular,R17,Suburban
2529,0,0.62,8,4,30,65,B3,Diesel,R5,Urban
2530,0,0.7,10,12,39,128,B2,Regular,R7,Rural
2531,0,0.91,9,5,54,55,B3,Diesel,R10,Suburban
2532,0,0.61,6,14,56,63,B1,Diesel,R13,Suburban
2533,1,0.76,8,10,27,76,B4,Diesel,R20,Suburban
2534,0,0.9,6,3,48,87,B2,Regular,R15,Suburban
2535,0,0.68,6,0,60,68,B3,Regular,R6,Rural
2536,1,0.82,11,14,53,86,B1,Regular,R2,Rural
2537,2,0.62,10,11,52,53,B3,Regular,R4,Suburban
2538,1,0.55,4,8,85,107,B1,Diesel,R21,Rural
2539,0,0.9,11,10,72,139,B3,Diesel,R14,Suburban
2540,0,0.55,6,4,85,58,B4,Diesel,R15,Rural
2541,0,0.64,4,6,64,89,B2,Diesel,R14,Suburban
2542,0,0.93,5,7,23,64,B4,Regular,R4,Rural
2543,0,0.67,7,0,45,53,B4,Diesel,R6,Urban
2544,1,0.99,6,0,47,139,B3,Diesel,R7,Urban
2545,0,0.99,10,2,44,101,B4,Diesel,R13,Rural
2546,1,0.63,7,7,86,67,B2,Regular,R17,Rural
2547,1,0.52,4,10,56,102,B1,Regular,R17,Urban
2548,1,0.85,6,0,52,108,B1,Regular,R4,Rural
2549,0,0.73,8,13,61,148,B3,Diesel,R19,Suburban
2550,0,0.55,11,0,32,103,B2,Regular,R20,Rural
2551,0,0.85,10,5,49,90,B2,Regular,R13,Rural
2552,0,0.52,5,5,46,109,B1,Diesel,R9,Urban
2553,0,0.94,9,2,80,142,B1,Regular,R2,Urban
2554,0,0.57,5,9,23,137,B4,Diesel,R20,Rural
2555,0,0.56,11,11,44,53,B3,Diesel,R18,Suburban
2556,0,0.59,6,9,45,134,B1,Regular,R20,Rural
2557,0,0.98,11,1,22,88,B1,Diesel,R17,Suburban
2558,0,0.85,10,12,58,56,B2,Diesel,R7,Suburban
2559,0,0.9,5,15,73,72,B2,Diesel,R17,Rural
2560,0,0.7,9,12,71,134,B2,Diesel,R10,Suburban
2561,0,0.67,8,3,35,112,B1,Regular,R14,Urban
2562,1,0.62,7,3,60,114,B3,Diesel,R12,Suburban
2563,0,0.74,11,10,46,90,B4,Regular,R12,Suburban
2564,0,0.78,8,13,27,138,B3,Diesel,R17,Suburban
2565,0,0.82,5,2,23,144,B1,Diesel,R19,Urban
2566,0,0.63,9,18,21,93,B4,Diesel,R14,Urban
2567,0,0.97,7,0,51,94,B3,Diesel,R17,Rural
2568,0,0.58,10,4,50,118,B1,Diesel,R15,Suburban
2569,0,0.98,9,16,21,144,B3,Diesel,R21,Urban
2570,0,0.51,8,0,61,100,B1,Diesel,R6,Suburban
2571,0,0.74,4,18,48,114,B2,Regular,R19,Suburban
2572,0,0.67,4,18,83,103,B3,Regular,R22,Rural
2573,0,0.72,7,3,75,105,B2,Regular,R20,Suburban
2574,0,0.79,11,18,77,143,B2,Diesel,R6,Urban
2575,0,0.72,7,5,19,131,B4,Regular,R6,Rural
2576,2,0.71,7,14,53,121,B4,Diesel,R4,Rural
2577,0,0.87,4,3,87,139,B3,Regular,R1,Suburban
2578,0,0.84,8,0,77,89,B1,Regular,R19,Suburban
2579,0,0.92,11,16,40,107,B4,Diesel,R11,Urban
2580,0,0.62,7,10,64,64,B4,Diesel,R7,Suburban
2581,1,0.8,4,16,63,68,B2,Diesel,R2,Urban
2582,0,0.79,7,0,61,59,B2,Diesel,R4,Suburban
2583,0,0.68,7,8,36,137,B1,Diesel,R6,Urban
2584,0,0.74,11,13,66,65,B4,Regular,R5,Suburban
2585,0,0.66,11,14,75,92,B4,Diesel,R22,Rural
2586,0,0.57,9,0,24,80,B1,Diesel,R21,Urban
2587,0,0.61,7,1,58,65,B4,Diesel,R9,Rural
2588,0,0.55,4,17,32,129,B3,Regular,R11,Rural
2589,0,0.84,8,17,70,77,B3,Diesel,R18,Rural
2590,0,0.83,4,5,40,111,B1,Regular,R20,Rural
2591,1,0.98,4,19,82,69,B2,Regular,R17,Urban
2592,0,0.86,7,7,77,84,B1,Regular,R13,Suburban
2593,0,0.53,9,0,27,108,B3,Regular,R17,Rural
2594,0,0.94,6,14,75,58,B4,Diesel,R22,Suburban
2595,0,0.93,10,9,64,59,B4,Diesel,R10,Urban
2596,0,0.72,6,3,32,94,B2,Diesel,R18,Suburban
2597,0,0.79,6,9,26,131,B2,Diesel,R17,Urban
2598,0,0.99,4,10,30,64,B3,Regular,R12,Suburban
2599,1,0.77,7,4,40,79,B2,Regular,R15,Urban
2600,0,0.95,11,8,50,97,B1,Diesel,R19,Urban
2601,0,0.54,10,4,26,145,B3,Diesel,R22,Suburban
2602,0,0.6,6,10,20,89,B4,Diesel,R15,Rural
2603,0,0.72,5,2,42,140,B4,Regular,R13,Rural
2604,0,0.79,5,3,88,140,B4,Regular,R7,Suburban
2605,0,0.91,5,9,53,132,B2,Regular,R11,Rural
2606,0,0.99,8,6,37,123,B3,Diesel,R8,Rural
2607,1,0.69,7,0,71,93,B2,Regular,R20,Urban
2608,0,0.52,4,5,36,95,B1,Regular,R16,Suburban
2609,0,0.9,4,7,77,55,B3,Regular,R11,Rural
2610,0,0.8,7,16,54,73,B2,Diesel,R5,Rural
2611,0,0.6,9,6,20,122,B4,Regular,R7,Rural
2612,0,0.75,11,0,36,140,B4,Diesel,R16,Suburban
2613,0,0.87,10,8,70,56,B1,Diesel,R16,Rural
2614,0,0.89,9,10,63,55,B1,Diesel,R20,Rural
2615,0,0.75,11,18,73,82,B1,Regular,R17,Rural
2616,0,0.65,8,1,87,134,B4,Diesel,R19,Urban
2617,0,0.99,7,10,48,87,B2,Regular,R15,Suburban
2618,0,0.83,9,2,70,93,B4,Regular,R15,Rural
2619,0,0.7,10,16,51,66,B4,Diesel,R20,Urban
2620,1,0.64,8,9,48,80,B4,Diesel,R21,Suburban
2621,0,0.87,6,2,77,86,B2,Diesel,R15,Urban
2622,0,0.62,6,2,28,60,B4,Regular,R3,Urban
2623,0,0.59,8,6,23,141,B1,Diesel,R12,Suburban
2624,0,0.76,11,1,44,54,B1,Regular,R6,Rural
2625,0,0.64,7,0,24,113,B1,Diesel,R20,Rural
2626,0,0.81,6,6,66,125,B1,Regular,R5,Urban
2627,0,0.56,7,19,89,52,B4,Diesel,R11,Suburban
2628,0,0.83,9,10,77,105,B4,Diesel,R12,Suburban
2629,0,0.64,6,5,50,112,B4,Regular,R7,Rural
2630,0,0.5,10,3,64,87,B1,Diesel,R9,Urban
2631,0,0.56,10,18,61,103,B2,Diesel,R18,Rural
2632,0,0.97,9,18,44,51,B3,Diesel,R14,Suburban
2633,0,0.93,10,13,39,139,B3,Diesel,R4,Suburban
2634,0,0.62,7,2,64,51,B3,Regular,R8,Rural
2635,0,0.89,11,3,65,61,B2,Regular,R16,Rural
2636,0,0.8,7,7,47,89,B4,Regular,R4,Suburban
2637,0,0.99,11,17,19,51,B3,Regular,R19,Urban
2638,0,0.69,10,3,32,129,B3,Regular,R6,Suburban
2639,0,0.84,5,10,64,143,B4,Diesel,R19,Urban
2640,1,0.53,8,15,44,106,B3,Regular,R15,Rural
2641,0,0.7,11,2,88,96,B4,Diesel,R12,Rural
2642,0,0.98,4,6,44,85,B3,Regular,R12,Urban
2643,0,0.77,8,1,30,53,B4,Diesel,R2,Suburban
2644,0,0.64,10,0,72,124,B1,Regular,R9,Suburban
2645,0,0.56,7,0,34,73,B2,Diesel,R3,Urban
2646,1,0.85,11,5,76,131,B3,Regular,R1,Urban
2647,0,0.82,7,18,27,140,B4,Diesel,R14,Urban
2648,0,0.69,8,6,50,111,B1,Diesel,R13,Urban
2649,0,0.98,11,4,54,51,B4,Diesel,R5,Suburban
2650,0,0.51,7,17,25,64,B3,Diesel,R7,Rural
2651,0,0.65,9,12,50,124,B3,Diesel,R14,Suburban
2652,0,0.96,6,0,24,140,B3,Regular,R16,Urban
2653,0,0.66,7,9,51,98,B3,Diesel,R18,Suburban
2654,0,0.63,11,8,88,136,B3,Diesel,R14,Urban
2655,0,0.77,10,16,24,84,B1,Diesel,R1,Urban
2656,0,0.91,10,0,58,143,B4,Regular,R6,Urban
2657,0,0.55,8,0,72,96,B4,Diesel,R21,Urban
2658,0,0.97,8,6,24,73,B3,Diesel,R10,Suburban
2659,1,0.9,8,3,35,132,B4,Regular,R6,Urban
2660,0,0.59,10,11,60,109,B1,Regular,R2,Suburban
2661,0,0.86,5,15,57,142,B3,Diesel,R7,Suburban
2662,0,0.69,11,13,70,126,B2,Diesel,R17,Rural
2663,0,0.7,10,9,31,97,B1,Regular,R14,Suburban
2664,0,0.89,9,13,38,72,B3,Diesel,R7,Rural
2665,0,0.98,10,6,74,61,B4,Diesel,R22,Rural
2666,0,0.56,9,3,63,90,B1,Diesel,R21,Rural
2667,0,0.71,10,1,43,78,B3,Regular,R9,Suburban
2668,0,0.74,10,17,41,119,B4,Diesel,R19,Rural
2669,1,0.69,5,15,22,100,B4,Diesel,R21,Urban
2670,0,0.68,9,8,59,72,B3,Regular,R11,Suburban
2671,0,0.53,5,4,60,80,B1,Regular,R3,Urban
2672,0,0.84,9,8,49,70,B3,Regular,R4,Suburban
2673,0,0.72,5,7,23,73,B3,Diesel,R5,Rural
2674,0,0.6,5,19,84,121,B3,Diesel,R4,Rural
2675,0,0.91,9,15,24,58,B3,Regular,R13,Suburban
2676,0,0.9,5,19,46,71,B3,Diesel,R9,Rural
2677,0,0.74,10,17,51,53,B4,Regular,R14,Urban
2678,0,0.65,9,3,24,126,B3,Diesel,R16,Urban
2679,1,0.82,5,15,75,147,B1,Diesel,R22,Rural
2680,0,0.64,10,3,48,52,B2,Diesel,R6,Suburban
2681,0,0.62,10,5,62,77,B3,Diesel,R10,Suburban
2682,0,0.87,8,2,64,139,B1,Diesel,R21,Urban
2683,1,0.52,4,17,89,147,B2,Diesel,R13,Rural
2684,0,0.55,9,14,57,64,B1,Regular,R3,Rural
2685,0,0.5,5,7,47,57,B4,Diesel,R11,Urban
2686,0,0.58,8,17,79,97,B4,Regular,R3,Suburban
2687,0,0.53,4,2,88,148,B2,Diesel,R7,Rural
2688,0,1.0,11,5,34,137,B2,Regular,R10,Suburban
2689,0,0.64,11,14,22,101,B2,Regular,R1,Suburban
2690,0,0.57,5,11,18,104,B4,Diesel,R4,Urban
2691,1,0.62,11,4,48,86,B4,Diesel,R8,Suburban
2692,0,0.97,4,6,52,53,B1,Diesel,R20,Urban
2693,0,0.76,9,14,89,104,B4,Regular,R17,Rural
2694,0,0.68,10,6,47,61,B2,Diesel,R5,Suburban
2695,1,0.94,10,12,32,68,B3,Diesel,R17,Urban
2696,0,0.7,4,2,73,128,B3,Diesel,R9,Urban
2697,0,0.67,11,12,77,106,B2,Diesel,R8,Suburban
2698,0,0.6,10,2,44,143,B4,Regular,R7,Urban
2699,0,0.69,11,1,19,86,B2,Diesel,R5,Rural
2700,0,0.66,6,3,81,125,B4,Regular,R4,Suburban
2701,0,0.84,7,16,22,132,B3,Regular,R3,Rural
2702,0,0.64,10,5,85,147,B1,Diesel,R8,Urban
2703,0,0.79,6,10,30,56,B4,Diesel,R5,Rural
2704,0,0.53,9,5,40,141,B1,Regular,R5,Urban
2705,1,0.6,9,1,67,104,B3,Diesel,R17,Urban
2706,0,0.7,4,16,54,77,B1,Regular,R15,Rural
2707,0,0.97,10,2,47,142,B1,Regular,R8,Suburban
2708,0,0.69,11,11,40,86,B2,Diesel,R7,Suburban
2709,0,0.83,10,13,51,133,B1,Diesel,R17,Suburban
2710,1,0.63,11,1,81,110,B3,Diesel,R12,Rural
2711,0,0.56,11,4,72,124,B4,Regular,R4,Rural
2712,0,0.53,10,9,88,88,B1,Regular,R20,Rural
2713,0,0.65,11,9,26,72,B4,Diesel,R18,Rural
2714,0,0.58,8,8,21,101,B2,Diesel,R4,Suburban
2715,0,0.59,5,12,83,133,B3,Regular,R10,Suburban
2716,0,0.88,7,9,50,133,B3,Regular,R3,Urban
2717,0,0.51,10,5,49,60,B4,Diesel,R5,Rural
2718,0,0.78,5,10,61,115,B3,Regular,R12,Suburban
2719,0,0.69,8,3,54,62,B2,Diesel,R5,Suburban
2720,0,0.75,11,13,84,126,B4,Regular,R5,Suburban
2721,0,0.78,11,16,77,90,B3,Diesel,R4,Suburban
2722,0,0.66,9,19,76,98,B2,Diesel,R6,Suburban
2723,0,0.65,7,1,53,64,B2,Regular,R10,Suburban
2724,0,0.87,6,9,66,105,B1,Regular,R6,Rural
2725,0,0.94,9,2,68,103,B3,Diesel,R22,Urban
2726,0,0.6,9,6,25,80,B4,Diesel,R22,Urban
2727,0,0.55,11,6,67,110,B1,Diesel,R1,Rural
2728,0,0.95,4,0,58,107,B4,Diesel,R16,Suburban
2729,0,0.67,8,7,55,136,B1,Regular,R11,Rural
2730,1,0.78,4,0,72,109,B2,Diesel,R6,Suburban
2731,0,0.68,4,7,85,102,B1,Regular,R20,Suburban
2732,0,0.56,5,13,35,135,B1,Regular,R18,Suburban
2733,0,0.79,9,13,82,110,B1,Diesel,R6,Suburban
2734,0,0.76,11,1,81,129,B3,Regular,R17,Suburban
2735,0,0.6,8,7,29,91,B1,Regular,R12,Rural
2736,0,0.73,4,18,58,78,B2,Diesel,R17,Rural
2737,0,0.9,11,9,59,133,B4,Diesel,R21,Urban
2738,0,0.8,11,6,77,141,B3,Diesel,R22,Suburban
2739,0,0.55,11,12,67,76,B2,Diesel,R18,Rural
2740,0,0.77,6,14,53,93,B3,Diesel,R10,Rural
2741,0,0.85,7,10,65,142,B4,Regular,R20,Suburban
2742,0,0.9,11,13,88,54,B4,Diesel,R12,Suburban
2743,0,0.81,10,10,25,101,B4,Diesel,R4,Rural
2744,0,0.58,8,1,42,102,B3,Regular,R10,Suburban
2745,0,0.86,5,1,24,101,B3,Diesel,R5,Rural
2746,0,0.84,8,11,25,87,B4,Diesel,R4,Urban
2747,0,0.51,9,14,48,93,B4,Diesel,R16,Suburban
2748,0,0.71,5,16,29,102,B2,Regular,R5,Urban
2749,1,0.67,7,13,74,51,B4,Diesel,R19,Urban
2750,0,0.83,11,15,83,103,B1,Diesel,R6,Urban
2751,0,0.61,6,7,29,133,B3,Diesel,R21,Suburban
2752,0,0.8,4,16,44,126,B2,Diesel,R7,Urban
2753,0,0.96,8,4,63,139,B3,Diesel,R10,Rural
2754,0,0.9,5,11,24,84,B4,Regular,R7,Rural
2755,0,0.96,11,5,78,95,B1,Diesel,R22,Suburban
2756,0,0.99,7,17,75,121,B4,Diesel,R14,Suburban
2757,0,0.51,4,4,75,141,B3,Diesel,R10,Urban
2758,0,0.81,10,5,30,128,B2,Diesel,R20,Suburban
2759,1,0.71,7,8,70,104,B3,Diesel,R22,Rural
2760,0,0.93,6,14,82,121,B2,Regular,R11,Rural
2761,0,0.63,4,9,66,60,B1,Regular,R14,Rural
2762,1,0.99,4,16,52,78,B4,Diesel,R12,Suburban
2763,0,0.81,10,18,34,118,B4,Diesel,R4,Rural
2764,0,0.9,11,11,89,112,B1,Regular,R13,Suburban
2765,0,0.54,4,8,84,96,B3,Regular,R22,Urban
2766,0,0.59,5,14,27,56,B1,Regular,R22,Rural
2767,0,0.88,4,13,51,113,B4,Diesel,R3,Urban
2768,0,0.51,7,0,21,131,B2,Regular,R13,Rural
2769,0,0.91,5,16,46,113,B4,Diesel,R20,Rural
2770,0,0.51,4,0,63,141,B3,Diesel,R19,Rural
2771,0,0.83,7,12,63,61,B2,Regular,R15,Urban
2772,0,0.68,7,7,76,61,B3,Diesel,R19,Rural
2773,0,0.81,8,12,78,85,B4,Diesel,R20,Urban
2774,0,0.85,7,15,85,78,B4,Regular,R4,Suburban
2775,1,0.67,10,1,83,60,B2,Diesel,R6,Rural
2776,0,0.55,9,12,51,102,B3,Regular,R15,Rural
2777,0,0.53,6,17,22,119,B2,Regular,R4,Urban
2778,1,0.79,4,2,26,134,B2,Regular,R6,Rural
2779,0,0.76,10,12,37,123,B3,Diesel,R2,Suburban
2780,0,0.87,4,18,38,145,B2,Regular,R4,Rural
2781,0,0.75,4,12,34,96,B1,Regular,R18,Suburban
2782,0,0.71,7,18,29,82,B2,Diesel,R15,Suburban
2783,0,0.7,7,3,84,130,B4,Regular,R12,Rural
2784,0,0.51,4,18,22,116,B3,Diesel,R8,Rural
2785,1,0.67,9,17,77,92,B4,Diesel,R12,Suburban
2786,0,0.99,5,5,70,67,B1,Regular,R9,Suburban
2787,0,0.94,5,18,69,123,B1,Regular,R7,Suburban
2788,0,0.66,6,3,65,102,B2,Diesel,R22,Rural
2789,0,0.79,8,3,36,88,B4,Regular,R8,Urban
2790,0,0.92,11,6,34,121,B2,Diesel,R20,Rural
2791,0,0.72,10,6,71,83,B2,Regular,R10,Urban
2792,0,0.51,6,15,85,86,B4,Diesel,R11,Urban
2793,1,0.54,11,15,52,90,B1,Regular,R2,Rural
2794,0,0.76,4,4,58,146,B1,Regular,R4,Urban
2795,1,0.98,10,14,30,98,B1,Diesel,R21,Suburban
2796,0,0.85,4,3,50,59,B3,Regular,R21,Rural
2797,0,0.54,4,12,32,89,B3,Regular,R9,Urban
2798,0,0.59,8,18,80,67,B2,Diesel,R8,Suburban
2799,0,0.89,7,6,32,74,B3,Diesel,R5,Urban
2800,0,0.92,8,11,48,90,B3,Diesel,R14,Urban
2801,0,0.81,6,8,45,85,B4,Regular,R2,Suburban
2802,0,0.82,7,16,27,51,B2,Regular,R21,Suburban
2803,0,0.51,7,1,74,132,B2,Diesel,R17,Rural
2804,0,0.91,6,15,88,123,B4,Diesel,R8,Urban
2805,0,0.89,7,6,50,98,B1,Regular,R2,Rural
2806,1,0.63,10,17,24,116,B4,Diesel,R15,Rural
2807,0,0.85,5,6,22,102,B1,Diesel,R2,Urban
2808,0,0.61,6,0,74,68,B2,Diesel,R11,Urban
2809,0,0.52,11,2,89,75,B2,Regular,R14,Rural
2810,1,0.6,6,10,57,103,B3,Regular,R21,Suburban
2811,0,0.59,5,14,45,100,B3,Diesel,R10,Rural
2812,0,0.67,8,2,53,74,B4,Regular,R7,Urban
2813,0,0.71,8,12,73,66,B3,Regular,R22,Suburban
2814,0,0.75,8,3,64,123,B2,Diesel,R14,Rural
2815,1,0.74,7,7,88,110,B2,Regular,R13,Urban
2816,0,0.64,5,3,57,95,B1,Diesel,R21,Suburban
2817,0,0.51,10,17,76,104,B3,Regular,R22,Suburban
2818,0,0.8,6,6,60,99,B1,Diesel,R2,Suburban
2819,0,0.7,6,10,83,124,B2,Diesel,R10,Urban
2820,0,0.65,6,3,26,60,B3,Diesel,R1,Rural
2821,0,0.93,7,12,23,61,B1,Regular,R1,Urban
2822,0,0.87,7,8,82,89,B2,Diesel,R3,Urban
2823,0,0.93,9,8,20,97,B1,Regular,R11,Suburban
2824,0,0.75,10,18,54,105,B3,Diesel,R19,Rural
2825,0,0.57,8,2,50,57,B1,Regular,R9,Suburban
2826,0,0.85,11,11,26,137,B1,Diesel,R13,Urban
2827,0,0.6,9,10,70,63,B2,Diesel,R22,Suburban
2828,0,0.72,9,19,68,136,B3,Regular,R4,Urban
2829,0,0.53,7,10,88,105,B4,Diesel,R20,Urban
2830,0,0.91,8,16,43,103,B4,Diesel,R6,Urban
2831,0,0.56,8,13,33,149,B1,Regular,R2,Suburban
2832,0,0.95,6,15,57,66,B2,Regular,R9,Rural
2833,0,0.93,7,9,68,94,B3,Diesel,R18,Suburban
